code,name,water_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitc_mg,bdd_pct,state,group
HR009,"Telur burung maleo, segar",36.0,436,26.5,36.3,0.4,,0.8,154,120,4.3,77,333.0,0.40,2.9,3987,,,,1.00,0.2,,,Tunggal,Telur
HR010,"Telur penyu, segar",7.4,136,8.6,10.1,2.7,,1.2,66,282,3.4,478,115.0,0.50,1.4,82,17,,0.21,0.02,,,90,Tunggal,Telur
HR011,"Telur burung puyuh, segar",79.8,116,10.7,7.0,1.6,,0.9,65,191,3.5,111,11.0,0.05,1.2,95,80,,0.13,0.65,0.1,,100,Tunggal,Telur
JP001,Es krim,62.1,210,4.0,12.5,20.6,,0.8,123,99,0.1,78,193.4,,0.7,158,0.2,,0.04,0.23,0.1,1,100,Olahan,Susu
JP002,Hangop,84.0,65,10.0,1.0,3.5,,1.5,180,190,0.2,126,374.4,,,,22,,0.03,0.43,0.2,,100,Olahan,Susu
JP003,Keju,38.5,326,22.8,20.3,13.1,,5.3,777,338,1.5,1410,82.7,0.03,3.1,227,128,,0.01,0.37,0.1,1,100,Olahan,Susu
JP004,Kwark (Quark),59.0,242,19.0,17.0,3.0,,2.0,300,350,0.5,37,72.7,0.01,0.2,173,,,0.03,0.38,0.0,,100,Olahan,Susu
JP005,"Susu asam untuk bayi, bubuk",2.5,418,19.0,9.0,65.5,,4.0,800,600,7.0,188,486.5,,,303,83,,1.00,1.31,0.7,30,100,Olahan,Susu
JP006,Susu bubuk,3.5,513,24.6,30.0,36.2,,5.7,904,694,0.6,380,1330.0,0.02,4.1,476,118,,0.29,1.39,1.6,6,100,Olahan,Susu
JP007,Susu kental manis,25.0,343,8.2,10.0,55.0,,1.8,275,209,0.2,150,320.0,0.02,1.0,155,46,,0.05,0.43,0.4,1,100,Olahan,Susu
JP008,Susu kental tak manis,73.7,138,7.0,7.9,9.9,,1.5,243,195,0.2,140,303.0,,,121,,,0.05,,,1,100,Olahan,Susu
JP009,"Susu skim, bubuk",3.5,359,35.6,1.0,52.0,,7.9,1300,1030,0.6,470,1745.0,0.04,4.1,,10,,0.35,1.05,1.2,7,100,Olahan,Susu
JP010,"Susu skim, segar",90.5,36,3.5,0.1,5.1,,0.8,123,97,0.1,38,,,,,,,0.04,,,1,100,Olahan,Susu
JP011,"Yoghurt, segar",88.0,52,3.3,2.5,4.0,,2.2,120,90,0.1,40,299.0,0.01,0.6,22,10,,0.04,0.10,0.2,,100,Olahan,Susu
JR001,"Kepala susu - krim, segar",72.5,204,2.6,20.0,4.0,,0.9,97,77,0.1,,,,,252,191,,0.03,0.20,0.1,1,100,Tunggal,Susu
JR002,Susu ibu - ASI,88.1,62,1.5,3.2,7.0,,0.2,34,20,0.2,15,41.0,0.01,0.4,,7,,0.01,0.03,0.2,,100,Tunggal,Susu
JR003,"Susu kambing, segar",85.9,64,4.3,2.3,6.6,,0.9,98,78,2.7,35,160.0,0.33,0.1,38,,,0.06,0.45,0.3,1,100,Tunggal,Susu
JR004,"Susu kerbau, segar",73.8,160,6.3,12.0,7.1,,0.8,216,101,0.2,82,,,0.3,24,,,0.04,0.07,,1,100,Tunggal,Susu
JR005,"Susu kuda, segar",91.0,40,2.0,1.1,5.4,,0.4,,,,,37.4,,,,1,,,0.20,0.2,,100,Tunggal,Susu
JR006,"Susu sapi, segar",88.3,61,3.2,3.5,4.3,,0.7,143,60,1.7,36,149.0,0.02,0.3,39,12,,0.03,0.18,0.2,1,100,Tunggal,Susu
KP001,Margarin,15.5,720,0.6,81.0,0.4,,2.5,20,16,,760,25.9,,0.0,606,633,,,,,,100,Olahan,Lemak
KP002,Mentega,16.0,742,0.5,81.6,1.4,,1.9,15,16,1.1,653,103.0,,0.4,1000,155,,,0.10,,,100,Olahan,Lemak
KP003,Santan (dengan air),80.0,122,2.0,10.0,7.6,1.4,0.4,25,30,0.1,9,162.5,0.16,0.4,,,,0.02,,0.5,2,100,Olahan,Lemak
KP004,Santan murni,54.9,324,4.2,34.3,5.6,,1.0,14,45,1.9,18,514.1,0.37,0.9,,,,0.02,,0.5,2,100,Olahan,Lemak
KR001,"Kelapa setengah tua, daging, segar",70.0,180,4.0,15.0,10.0,2.4,1.0,8,55,1.3,4,317.8,0.29,2.9,,,10,0.05,0.01,0.1,4,53,Tunggal,Lemak
KR002,"Kelapa tua, daging, segar",46.9,359,3.4,34.7,14.0,4.7,1.0,21,98,2.0,3,293.9,0.44,1.1,,,,0.10,,,2,53,Tunggal,Lemak
KR003,Lemak babi (lard),,902,,100.0,,,,,,,,,9.00,0.1,,,,,,,,100,Tunggal,Lemak
KR004,Lemak babi (bacon),20.0,626,9.1,65.0,1.1,,4.8,13,108,0.8,,,,0.9,,,,0.38,,,,100,Tunggal,Lemak
KR005,Lemak ikan,43.3,372,12.0,29.4,14.4,,0.3,20,230,32.7,60,52.0,0.40,1.1,,,,0.49,0.13,,,100,Tunggal,Lemak
KR006,Lemak kerbau (lemak sapi),5.0,818,1.5,90.0,,,3.5,,,,29,25.8,,,,283,,,,0.7,,100,Tunggal,Lemak
KR007,"Minyak hiu, hati",,902,,100.0,,,,,,,,,,,21212,,,,,,,100,Tunggal,Lemak
KR008,Minyak ikan,,902,,100.0,,,,,,,,,,,24242,,,,,,,100,Tunggal,Lemak
KR009,Minyak kacang tanah,,902,,100.0,,,,,,,,,,,,,,,,,,100,Tunggal,Lemak
KR010,Minyak kedelai,0.1,883,,99.9,,,,,,,,0.1,,,,,,,,,,100,Tunggal,Lemak
KR011,Minyak kelapa,,870,1.0,98.0,,,1.0,,,,,,,,,,,,,,,100,Tunggal,Lemak
KR012,Minyak kelapa sawit,,884,,100.0,,,,,,,,,,,,18181,,,,,,100,Tunggal,Lemak
KR013,Minyak wijen,0.1,881,0.2,99.7,,,,10,5,0.1,2,20.0,,,,,,0.01,0.07,0.1,,100,Tunggal,Lemak
KR014,Minyak Zaitun,,884,,100.0,,,,14,,1.2,7,,,,,,,,,5.0,,100,Tunggal,Lemak
MP001,"Coklat manis, batang",1.4,527,2.0,29.8,62.7,6.5,4.1,63,287,2.8,6,499.5,,0.0,,,30,0.03,0.02,,,100,Olahan,Gula
MP002,"Coklat pahit,batang",2.3,615,5.5,42.6,29.2,10.8,10.1,98,446,4.4,20,708.3,1.70,3.3,,2,60,0.05,0.08,1.0,,100,Olahan,Gula
MP003,"Coklat susu, batang",1.0,565,9.0,35.0,53.6,3.4,1.4,200,200,2.0,100,405.5,0.49,2.3,,54,30,0.08,0.45,0.5,,100,Olahan,Gula
MP004,Coklat bubuk,3.9,311,8.0,4.0,48.9,32.6,15.4,125,715,11.6,,,,,,,30,0.12,,0.6,,,Olahan,Gula
MP005,Gula aren,7.0,368,,,92.0,,1.0,75,35,3.0,15,390.4,0.04,26.4,,,,,0.01,0.5,,100,Olahan,Gula
MP006,Gula kelapa,10.0,386,3.0,10.0,76.0,,1.0,76,37,2.6,2,,,,,,,,0.34,0.5,,100,Olahan,Gula
MP007,Gula putih,5.4,394,,,94.0,,0.6,5,1,0.1,1,4.8,,0.0,,,,,,,,100,Olahan,Gula
MP008,"Jam, selai",34.0,239,0.5,0.6,64.5,1.0,0.4,20,20,1.0,30,73.1,0.09,,,,,0.01,0.07,0.0,,100,Olahan,Gula
MP009,Kopi bubuk instant,2.6,129,12.3,0.5,35.0,,9.7,179,383,5.6,72,3256.0,0.14,,,,,,0.21,30.6,,100,Olahan,Gula
MP010,Madu,20.0,294,0.3,,79.5,0.2,0.2,5,16,0.9,6,26.9,0.04,0.2,,,,,0.04,0.1,4,100,Olahan,Gula
MP011,Markisa squash,46.7,217,2.5,1.0,49.6,,0.2,6,83,0.6,14,65.0,,0.1,,23,75,0.07,0.02,,14,,Olahan,Gula
MP012,"Markisa squash, BD",74.4,104,1.2,0.5,23.7,,0.2,1,88,0.5,40,40.0,,0.1,,7,40,0.20,0.02,,12,,Olahan,Gula
MP013,Melase,21.2,276,,0.1,71.0,,7.7,6,83,0.6,14,,,0.3,,,,0.04,,,,100,Olahan,Gula
MP014,Sirup,44.0,213,,,55.0,,1.0,,,,3,4.2,,,,,,,,,,100,Olahan,Gula
MP015,Sirup pirous,43.3,228,0.2,0.4,55.9,,0.2,470,93,29.5,3,4.2,,,,,,,,,8,,Olahan,Gula
MP016,Teh hijau daun kering,7.7,300,28.3,4.8,53.6,9.6,5.6,245,415,18.9,60,5873.9,0.50,,,8400,,0.38,1.24,4.6,230,100,Olahan,Gula
MP017,Teh hitam daun kering,8.0,293,24.5,2.8,58.8,8.7,5.9,327,313,24.3,50,5854.8,,,,2700,,0.07,0.80,7.6,9,100,Olahan,Gula
MP018,Teh melati daun kering,8.1,299,24.1,3.5,59.0,9.7,5.3,320,185,31.6,70,5848.4,0.53,,,8400,,0.07,0.79,7.3,85,100,Olahan,Gula
NP001,Balichong,59.9,152,13.2,0.8,22.9,1.5,3.6,380,210,2.9,120,310.0,0.80,1.1,34,,,0.01,0.08,0.2,,,Olahan,Bumbu
NP002,Bekasam,65.5,116,11.9,4.9,6.1,3.5,11.6,704,757,7.5,711,176.0,0.80,1.9,,,,,0.03,2.1,,,Olahan,Bumbu
NP003,Bekasang,67.1,78,11.4,2.0,3.6,0.4,15.9,54,97,2.6,4016,121.0,0.20,4.8,,,,0.15,0.12,0.6,,,Olahan,Bumbu
NP004,Cuka,94.5,21,0.1,0.1,5.0,,0.3,7,10,0.5,21,37.8,,,,,,0.24,,0.7,,100,Olahan,Bumbu
NP005,Kecap,63.0,71,5.7,1.3,9.0,,21.0,123,96,5.7,1114,,0.04,,,,,,,,,100,Olahan,Bumbu
NP006,Petis ikan,56.0,165,20.0,0.2,20.8,,3.0,37,36,2.8,,,,,,,,0.01,0.20,0.8,,100,Olahan,Bumbu
NP007,Petis udang kering,8.3,345,23.8,1.4,59.3,,7.1,221,397,3.8,11998,462.8,0.75,1.9,,,232,1.02,0.40,2.2,,100,Olahan,Bumbu
NP008,Petis udang pasta,39.0,220,15.0,0.9,38.0,2.3,7.1,37,36,2.8,7981,307.9,0.50,1.3,,,,0.01,0.13,1.7,,100,Olahan,Bumbu
NP009,Saos tomat,69.5,110,2.0,0.4,24.5,0.9,3.6,12,18,0.8,890,129.7,0.18,0.3,,357,570,0.09,0.06,1.7,11,100,Olahan,Bumbu
NP010,Tempoya,70.1,110,1.7,1.3,21.9,2.6,5.0,190,45,2.9,597,486.3,,,,71,,0.30,0.04,1.1,,100,Olahan,Bumbu
NP011,Terasi,33.8,155,22.3,2.9,9.9,2.7,31.1,3812,726,78.5,1664,821.4,0.99,2.4,,,,0.24,,3.3,,100,Olahan,Bumbu
NP012,Terasi dobo,58.4,191,33.1,3.6,6.6,1.6,11.5,2250,1130,22.9,650,1260.0,2.90,5.0,,,,3.74,0.22,2.1,,100,Olahan,Bumbu
NP013,Terasi merah,40.0,174,30.0,3.5,5.6,2.2,20.4,100,150,3.1,7850,302.8,0.49,1.2,,,,,0.12,1.7,,100,Olahan,Bumbu
NR001,"Asam arang coklat, segar",66.1,130,0.5,1.1,30.9,1.5,1.4,79,113,4.3,13,,,,,745,,0.01,0.20,,,,Tunggal,Bumbu
NR002,"Asam arang merah, segar",75.9,99,0.8,1.6,20.3,2.8,1.4,69,300,4.6,2,95.7,,0.1,,529,,0.01,0.34,1.6,,,Tunggal,Bumbu
NR003,"Asam kandis, kering",32.2,261,0.9,1.6,63.3,5.0,2.0,192,657,4.4,26,341.4,0.40,0.3,,0.2,,,,0.4,,100,Tunggal,Bumbu
NR004,"Asam kandis, segar",81.5,75,0.2,1.1,16.1,3.4,1.1,63,139,2.5,7,93.2,0.10,0.1,,41,,0.01,,0.1,,,Tunggal,Bumbu
NR005,"Asam masak pohon, segar",31.4,267,2.8,0.6,62.5,1.2,2.7,74,113,0.6,9,139.5,0.09,0.1,,9,30,0.34,0.04,0.7,2,48,Tunggal,Bumbu
NR006,"Asam payak, segar",65.1,135,0.8,0.4,32.1,10.0,1.6,60,39,5.7,0.2,,,,,,,,,,,,Tunggal,Bumbu
NR007,"Bawang merah, segar",88.0,46,1.5,0.3,9.2,1.7,1.0,36,40,0.8,7,178.6,0.06,0.2,,2,,0.03,0.04,0.2,2,90,Tunggal,Bumbu
NR008,"Bawang putih, segar",71.0,112,4.5,0.2,23.1,0.6,1.8,42,134,1.0,46,665.7,0.09,0.4,,,,0.22,0.07,0.3,15,88,Tunggal,Bumbu
NR009,"Boros kunci, segar",90.0,40,1.0,0.8,7.2,1.0,1.0,50,50,2.0,33,480.0,0.02,0.3,,,5000,0.08,0.68,1.7,50,80,Tunggal,Bumbu
NR010,"Boros laja (lengkuas), segar",93.0,26,1.0,0.3,4.7,1.1,1.0,50,50,2.0,24,137.1,0.07,0.3,,5,5000,0.08,0.06,0.3,50,80,Tunggal,Bumbu
NR011,"Cabai gembor merah, segar",90.8,38,1.6,0.8,6.3,1.6,0.6,49,41,1.1,7,275.3,0.12,0.2,,5897,3240,0.21,0.12,,16,89,Tunggal,Bumbu
NR012,"Cabai hijau, segar",93.4,26,0.7,0.3,5.2,2.6,0.4,14,23,0.4,7,151.0,0.08,0.2,,44,260,0.05,0.06,0.4,84,82,Tunggal,Bumbu
NR013,"Cabai merah, kering",10.0,367,15.9,6.2,61.8,26.9,6.1,160,370,2.3,25,181.5,1.20,1.8,,10955,576,0.40,1.36,4.4,50,85,Tunggal,Bumbu
NR014,"Cabai merah, segar",90.9,36,1.0,0.3,7.3,1.4,0.5,29,24,0.5,23,272.4,0.12,0.2,,5833,470,0.05,0.09,3.0,18,85,Tunggal,Bumbu
NR015,"Cabai rawit, segar",71.2,120,4.7,2.4,19.9,15.2,1.8,45,85,2.5,34,706.2,0.29,0.6,,1694,11050,0.24,0.09,1.7,70,85,Tunggal,Bumbu
NR016,"Cengkeh, kering",23.3,330,5.2,8.9,57.4,10.0,5.2,740,100,4.9,282,961.0,0.30,,,265,,200.00,,,,100,Tunggal,Bumbu
NR017,"Daun salam, bubuk",13.1,301,14.2,10.9,49.0,9.4,12.8,86,250,44.1,180,619.0,1.31,0.7,,5400,,0.10,0.32,5.0,,100,Tunggal,Bumbu
NR018,"Jahe, segar",55.0,51,1.5,1.0,10.1,12.0,1.2,21,39,1.6,12,441.7,0.48,0.7,,,9,0.02,0.17,3.3,4,97,Tunggal,Bumbu
NR019,Kemiri,7.0,675,19.0,63.0,8.0,3.0,3.0,80,200,2.0,25,430.7,0.23,0.8,,,,0.06,0.06,0.4,,100,Tunggal,Bumbu
NR020,"Ketumbar, kering",11.2,418,14.1,16.1,54.2,12.3,4.4,630,370,17.9,91,1787.0,0.95,4.6,,75,1570,0.20,0.35,1.8,,100,Tunggal,Bumbu
NR021,Kluwek,51.0,310,10.0,24.0,13.5,,1.5,40,100,2.0,,,,,,,,0.15,,,30,80,Tunggal,Bumbu
NR022,"Kunyit, segar",84.9,69,2.0,2.7,9.1,0.6,1.3,24,78,3.3,6,406.7,0.05,0.4,,12,,0.03,0.02,0.4,1,78,Tunggal,Bumbu
NR023,"Merica, kering",12.9,365,11.5,6.8,64.4,1.0,4.4,460,200,16.4,4,99.7,0.89,1.1,,0.3,,0.20,0.10,2.5,,100,Tunggal,Bumbu
NR024,"Pala, biji, kering",14.3,518,7.5,36.4,40.1,3.5,1.7,120,240,4.6,2,78.7,0.94,2.0,,7,,0.20,0.02,0.5,,95,Tunggal,Bumbu
QR001,"Kelapa muda, air, segar",95.5,17,0.2,0.1,3.8,,0.4,15,8,0.2,1,149.0,0.04,0.1,,,,,,,1,100,Tunggal,Minuman
